"year","tournaments","sec","date","kickoff","home","score","away","venue","att","broadcast"
"2023","Ｊ１","第９節第２日","04/23(日)","14:00","札幌","vs","福岡","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第９節第２日","04/23(日)","14:00","新潟","vs","鹿島","デンカＳ"," ","ＤＡＺＮ／テレビ新潟"
"2023","Ｊ１","第９節第２日","04/23(日)","14:00","京都","vs","鳥栖","サンガＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第９節第２日","04/23(日)","14:00","Ｃ大阪","vs","柏","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第９節第２日","04/23(日)","15:00","名古屋","vs","湘南","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第９節第２日","04/23(日)","16:00","川崎Ｆ","vs","浦和","等々力"," ","ＤＡＺＮ"
"2023","Ｊ１","第９節第２日","04/23(日)","16:00","Ｇ大阪","vs","横浜FC","パナスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１１節第３日","04/23(日)","14:00","栃木","vs","いわき","カンセキ"," ","ＤＡＺＮ／とちぎテレビ"
"2023","Ｊ２","第１１節第３日","04/23(日)","14:00","群馬","vs","徳島","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１１節第３日","04/23(日)","14:00","金沢","vs","磐田","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第１１節第３日","04/23(日)","14:00","藤枝","vs","仙台","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１１節第３日","04/23(日)","14:00","大分","vs","水戸","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","14:00","横浜FC","vs","札幌","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","14:00","Ｃ大阪","vs","広島","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","14:00","神戸","vs","湘南","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","15:00","柏","vs","京都","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","15:00","FC東京","vs","新潟","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","15:00","横浜FM","vs","名古屋","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","17:00","福岡","vs","川崎Ｆ","ベススタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第１日","04/29(土・祝)","19:00","鹿島","vs","Ｇ大阪","カシマ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","仙台","vs","大分","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","秋田","vs","岡山","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","山形","vs","山口","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","いわき","vs","長崎","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","群馬","vs","甲府","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","町田","vs","熊本","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","清水","vs","栃木","アイスタ"," ","ＤＡＺＮ／静岡第一テレビ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","14:00","磐田","vs","徳島","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","15:00","千葉","vs","大宮","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１２節第１日","04/29(土・祝)","17:00","水戸","vs","東京Ｖ","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","13:00","FC大阪","vs","沼津","花園"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","13:00","鳥取","vs","奈良","Ａｘｉｓ"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","14:00","岩手","vs","鹿児島","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","14:00","富山","vs","松本","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","14:00","讃岐","vs","八戸","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","14:00","北九州","vs","相模原","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第１日","04/29(土・祝)","15:00","愛媛","vs","琉球","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ２","第１２節第２日","04/30(日)","14:00","金沢","vs","藤枝","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第２日","04/30(日)","13:00","YS横浜","vs","今治","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第８節第２日","04/30(日)","13:00","宮崎","vs","岐阜","ユニスタ"," ","ＤＡＺＮ／ＮＨＫ宮崎"
"2023","Ｊ３","第８節第２日","04/30(日)","15:00","長野","vs","福島","長野Ｕ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","14:00","札幌","vs","鹿島","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","14:00","京都","vs","川崎Ｆ","サンガＳ"," ","ＤＡＺＮ／ＫＢＳ京都（録）"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","14:00","Ｇ大阪","vs","Ｃ大阪","パナスタ"," ","ＤＡＺＮ／ＮＨＫ大阪"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","15:00","湘南","vs","柏","レモンＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","15:00","名古屋","vs","神戸","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","15:00","福岡","vs","FC東京","ベススタ"," ","ＤＡＺＮ／福岡放送"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","15:00","鳥栖","vs","横浜FM","駅スタ"," ","ＤＡＺＮ／ＮＨＫ佐賀"
"2023","Ｊ１","第１１節第１日","05/03(水・祝)","19:00","横浜FC","vs","新潟","ニッパツ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","13:50","熊本","vs","群馬","えがおＳ"," ","ＤＡＺＮ／テレビ熊本"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","仙台","vs","秋田","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","大宮","vs","町田","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","甲府","vs","いわき","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","藤枝","vs","大分","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","岡山","vs","山形","Ｃスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","山口","vs","千葉","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","徳島","vs","清水","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","14:00","長崎","vs","水戸","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","16:00","栃木","vs","金沢","カンセキ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１３節第１日","05/03(水・祝)","17:00","東京Ｖ","vs","磐田","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","13:00","奈良","vs","宮崎","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","13:55","福島","vs","讃岐","とうスタ"," ","ＤＡＺＮ／テレビユー福島"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","14:00","岩手","vs","長野","いわスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","14:00","沼津","vs","愛媛","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","14:00","岐阜","vs","YS横浜","長良川"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","15:00","松本","vs","FC大阪","サンアル"," ","ＤＡＺＮ／テレビ信州"
"2023","Ｊ３","第９節第１日","05/03(水・祝)","18:30","琉球","vs","鳥取","タピスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第２日","05/04(木・祝)","14:00","八戸","vs","今治","プラスタ"," ","ＤＡＺＮ／青森朝日放送"
"2023","Ｊ３","第９節第２日","05/04(木・祝)","14:00","相模原","vs","富山","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第９節第２日","05/04(木・祝)","14:00","鹿児島","vs","北九州","白波スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１２節第１日","05/06(土)","14:00","札幌","vs","FC東京","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第１２節第１日","05/06(土)","19:00","名古屋","vs","Ｇ大阪","豊田ス"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ１","第１２節第２日","05/07(日)","13:00","広島","vs","福岡","Ｅスタ"," ","ＤＡＺＮ／テレビ新広島"
"2023","Ｊ１","第１２節第２日","05/07(日)","14:00","横浜FM","vs","京都","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１２節第２日","05/07(日)","14:00","新潟","vs","柏","デンカＳ"," ","ＤＡＺＮ／新潟放送"
"2023","Ｊ１","第１２節第２日","05/07(日)","14:00","Ｃ大阪","vs","鹿島","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１２節第２日","05/07(日)","14:00","神戸","vs","横浜FC","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１２節第２日","05/07(日)","15:00","川崎Ｆ","vs","鳥栖","等々力"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","13:00","熊本","vs","甲府","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","秋田","vs","栃木","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","山形","vs","藤枝","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","群馬","vs","山口","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","大宮","vs","徳島","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","町田","vs","岡山","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","清水","vs","いわき","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","長崎","vs","東京Ｖ","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","14:00","大分","vs","金沢","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","15:00","水戸","vs","仙台","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１４節第１日","05/07(日)","19:00","千葉","vs","磐田","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１０節第２日","05/10(水)","19:30","浦和","vs","鳥栖","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ１","第１３節第１日","05/12(金)","19:30","FC東京","vs","川崎Ｆ","国立"," ","ＤＡＺＮ"
"2023","Ｊ１","第１３節第２日","05/13(土)","14:00","神戸","vs","広島","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１３節第２日","05/13(土)","15:00","湘南","vs","札幌","レモンＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１３節第２日","05/13(土)","16:00","柏","vs","横浜FC","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","13:00","岡山","vs","大宮","Ｃスタ"," ","ＤＡＺＮ／岡山放送"
"2023","Ｊ２","第１５節第１日","05/13(土)","13:15","山口","vs","徳島","みらスタ"," ","ＤＡＺＮ／山口放送"
"2023","Ｊ２","第１５節第１日","05/13(土)","14:00","仙台","vs","山形","ユアスタ"," ","ＤＡＺＮ／ＮＨＫ仙台／ＮＨＫ山形"
"2023","Ｊ２","第１５節第１日","05/13(土)","14:00","甲府","vs","千葉","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","14:00","金沢","vs","長崎","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","14:00","清水","vs","藤枝","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","14:00","磐田","vs","群馬","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","15:00","東京Ｖ","vs","町田","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","15:00","大分","vs","熊本","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第１日","05/13(土)","17:00","水戸","vs","栃木","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１０節第１日","05/13(土)","13:00","YS横浜","vs","相模原","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１０節第１日","05/13(土)","13:00","奈良","vs","FC大阪","ロートＦ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１０節第１日","05/13(土)","18:00","長野","vs","松本","長野Ｕ"," ","ＤＡＺＮ／ＮＨＫ長野"
"2023","Ｊ１","第１３節第３日","05/14(日)","13:30","鹿島","vs","名古屋","国立"," ","ＤＡＺＮ／ＮＨＫ総合"
"2023","Ｊ１","第１３節第３日","05/14(日)","13:30","新潟","vs","横浜FM","デンカＳ"," ","ＤＡＺＮ／ＮＨＫ新潟"
"2023","Ｊ１","第１３節第３日","05/14(日)","13:30","京都","vs","Ｃ大阪","サンガＳ"," ","ＤＡＺＮ／ＮＨＫ京都／ＫＢＳ京都（録）"
"2023","Ｊ１","第１３節第３日","05/14(日)","13:30","福岡","vs","鳥栖","ベススタ"," ","ＤＡＺＮ／ＮＨＫ福岡／ＮＨＫ佐賀"
"2023","Ｊ１","第１３節第３日","05/14(日)","16:00","浦和","vs","Ｇ大阪","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ２","第１５節第２日","05/14(日)","13:30","いわき","vs","秋田","いわきＧ"," ","ＤＡＺＮ／ＮＨＫ福島／ＮＨＫ秋田"
"2023","Ｊ３","第１０節第２日","05/14(日)","13:00","鳥取","vs","沼津","ヤジン"," ","ＤＡＺＮ"
"2023","Ｊ３","第１０節第２日","05/14(日)","13:30","八戸","vs","岩手","プラスタ"," ","ＤＡＺＮ／ＮＨＫ青森／ＮＨＫ盛岡"
"2023","Ｊ３","第１０節第２日","05/14(日)","13:30","今治","vs","愛媛","里山Ｓ"," ","ＤＡＺＮ／ＮＨＫ松山／愛媛朝日テレビ（録）"
"2023","Ｊ３","第１０節第２日","05/14(日)","13:30","鹿児島","vs","琉球","白波スタ"," ","ＤＡＺＮ／ＮＨＫ鹿児島"
"2023","Ｊ３","第１０節第２日","05/14(日)","14:00","富山","vs","福島","富山"," ","ＤＡＺＮ"
"2023","Ｊ３","第１０節第２日","05/14(日)","14:00","讃岐","vs","岐阜","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１０節第２日","05/14(日)","14:00","北九州","vs","宮崎","ミクスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","13:30","山形","vs","大分","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","秋田","vs","甲府","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","いわき","vs","大宮","いわきＧ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","栃木","vs","東京Ｖ","カンセキ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","群馬","vs","水戸","正田スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","千葉","vs","清水","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","町田","vs","山口","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","藤枝","vs","磐田","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","徳島","vs","金沢","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","長崎","vs","岡山","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１６節第１日","05/17(水)","19:00","熊本","vs","仙台","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第１日","05/19(金)","19:30","札幌","vs","京都","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","13:00","福岡","vs","浦和","ベススタ"," ","ＤＡＺＮ／九州朝日放送"
"2023","Ｊ１","第１４節第２日","05/20(土)","15:00","鹿島","vs","FC東京","カシマ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","15:00","湘南","vs","Ｃ大阪","レモンＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","15:00","名古屋","vs","広島","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","16:00","柏","vs","神戸","三協Ｆ柏"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","16:00","横浜FC","vs","川崎Ｆ","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","17:00","鳥栖","vs","新潟","駅スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１４節第２日","05/20(土)","19:00","Ｇ大阪","vs","横浜FM","パナスタ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","山形","vs","秋田","ＮＤスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","大宮","vs","仙台","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","千葉","vs","栃木","フクアリ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","町田","vs","清水","Ｇスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","金沢","vs","甲府","石川西部"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","藤枝","vs","徳島","藤枝サ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","山口","vs","東京Ｖ","みらスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","14:00","大分","vs","長崎","レゾド"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","15:00","水戸","vs","熊本","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","16:00","磐田","vs","いわき","ヤマハ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１７節第１日","05/21(日)","19:00","岡山","vs","群馬","Ｃスタ"," ","ＤＡＺＮ"
"2023","ＹＬＣ グループステージＡグループ","第５節第１日","05/24(水)","19:00","札幌","vs","横浜FM","札幌ド"," ","ＴＶ放送：フジテレビＮＥＸＴ／インターネット配信：ＦＯＤ／ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＡグループ","第５節第１日","05/24(水)","19:00","鳥栖","vs","磐田","駅スタ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＢグループ","第５節第１日","05/24(水)","19:00","清水","vs","湘南","アイスタ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＢグループ","第５節第１日","05/24(水)","19:30","浦和","vs","川崎Ｆ","埼玉"," ","ＴＶ放送：フジテレビＴＷＯ／インターネット配信：ＦＯＤ／ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＣグループ","第５節第１日","05/24(水)","19:00","横浜FC","vs","広島","ニッパツ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＣグループ","第５節第１日","05/24(水)","19:30","名古屋","vs","神戸","豊田ス"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＤグループ","第５節第１日","05/24(水)","19:00","鹿島","vs","柏","カシマ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＤグループ","第５節第１日","05/24(水)","19:00","新潟","vs","福岡","デンカＳ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＥグループ","第５節第１日","05/24(水)","19:00","FC東京","vs","Ｃ大阪","味スタ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","ＹＬＣ グループステージＥグループ","第５節第１日","05/24(水)","19:00","Ｇ大阪","vs","京都","パナスタ"," ","ＴＶ放送：スカパー！／インターネット配信：ＳＰＯＯＸ"
"2023","Ｊ１","第１５節第１日","05/27(土)","13:00","札幌","vs","名古屋","札幌ド"," ","ＤＡＺＮ"
"2023","Ｊ１","第１５節第１日","05/27(土)","14:00","神戸","vs","FC東京","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１５節第１日","05/27(土)","14:00","広島","vs","湘南","Ｅスタ"," ","ＤＡＺＮ／広島ホームテレビ"
"2023","Ｊ１","第１５節第１日","05/27(土)","17:00","鳥栖","vs","鹿島","駅スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１５節第１日","05/27(土)","19:00","京都","vs","浦和","サンガＳ"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ２","第１８節第１日","05/27(土)","14:00","甲府","vs","大宮","ＪＩＴス"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第１日","05/27(土)","14:00","長崎","vs","磐田","トラスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第１日","05/27(土)","13:00","YS横浜","vs","北九州","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第１日","05/27(土)","14:00","FC大阪","vs","八戸","花園"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第１日","05/27(土)","14:00","讃岐","vs","奈良","ピカスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第１日","05/27(土)","15:00","愛媛","vs","福島","ニンスタ"," ","ＤＡＺＮ／南海放送（録）"
"2023","Ｊ１","第１５節第２日","05/28(日)","14:00","横浜FM","vs","福岡","日産ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１５節第２日","05/28(日)","14:00","新潟","vs","Ｇ大阪","デンカＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１５節第２日","05/28(日)","14:00","Ｃ大阪","vs","横浜FC","ヨドコウ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１５節第２日","05/28(日)","17:00","川崎Ｆ","vs","柏","等々力"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","仙台","vs","千葉","ユアスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","秋田","vs","大分","ソユスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","栃木","vs","岡山","カンセキ"," ","ＤＡＺＮ／とちぎテレビ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","群馬","vs","藤枝","正田スタ"," ","ＤＡＺＮ／群馬テレビ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","東京Ｖ","vs","いわき","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","清水","vs","金沢","アイスタ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","徳島","vs","町田","鳴門大塚"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","14:00","熊本","vs","山形","えがおＳ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１８節第２日","05/28(日)","15:00","水戸","vs","山口","Ｋｓスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第２日","05/28(日)","12:00","松本","vs","鹿児島","サンアル"," ","ＤＡＺＮ／長野放送"
"2023","Ｊ３","第１１節第２日","05/28(日)","13:00","今治","vs","鳥取","里山Ｓ"," ","ＤＡＺＮ／愛媛朝日テレビ（録）"
"2023","Ｊ３","第１１節第２日","05/28(日)","13:00","宮崎","vs","岩手","ユニスタ"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第２日","05/28(日)","14:00","相模原","vs","琉球","ギオンス"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第２日","05/28(日)","14:00","沼津","vs","長野","愛鷹"," ","ＤＡＺＮ"
"2023","Ｊ３","第１１節第２日","05/28(日)","19:00","岐阜","vs","富山","長良川"," ","ＤＡＺＮ"
"2023","Ｊ１","第１１節第２日","05/31(水)","19:30","浦和","vs","広島","埼玉"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","14:00","神戸","vs","川崎Ｆ","ノエスタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","15:00","FC東京","vs","横浜FM","味スタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","15:00","湘南","vs","新潟","レモンＳ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","16:00","名古屋","vs","Ｃ大阪","豊田ス"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","18:00","福岡","vs","Ｇ大阪","ベススタ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","18:30","横浜FC","vs","鳥栖","ニッパツ"," ","ＤＡＺＮ"
"2023","Ｊ１","第１６節第１日","06/03(土)","19:00","柏","vs","札幌","三協Ｆ柏"," ","ＤＡＺＮ／ＮＨＫ　ＢＳ１"
"2023","Ｊ２","第１９節第１日","06/03(土)","13:00","いわき","vs","熊本","いわきＧ"," ","ＤＡＺＮ／福島中央テレビ"
"2023","Ｊ２","第１９節第１日","06/03(土)","14:00","山形","vs","清水","ＮＤスタ"," ","ＤＡＺＮ／さくらんぼテレビ"
"2023","Ｊ２","第１９節第１日","06/03(土)","14:00","大宮","vs","水戸","ＮＡＣＫ"," ","ＤＡＺＮ"
"2023","Ｊ２","第１９節第１日","06/03(土)","14:00","金沢","vs","群馬","石川西部"," ","ＤＡＺＮ"
